                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    234,                0.31671,                0.36206,                0.46454,                0.83411,                0.99815,                      1,                  0.995,                0.98491,                0.99815,                      1,                  0.995,                0.98794,                0.22486,                 0.2735,                 0.4282,                0.78097,               0.002311,               0.002311,               0.002311
                    235,                0.30414,                0.34194,                0.44226,                0.82068,                0.99815,                      1,                  0.995,                0.98491,                0.99815,                      1,                  0.995,                0.98794,                0.22486,                 0.2735,                 0.4282,                0.78097,               0.002278,               0.002278,               0.002278
                    236,                0.30755,                0.36175,                0.50423,                0.83741,                0.99824,                      1,                  0.995,                0.98718,                0.99824,                      1,                  0.995,                0.98798,                0.22489,                0.27593,                0.43457,                 0.7813,               0.002245,               0.002245,               0.002245
                    237,                 0.3198,                 0.4371,                0.47575,                0.84424,                0.99824,                      1,                  0.995,                0.98718,                0.99824,                      1,                  0.995,                0.98798,                0.22489,                0.27593,                0.43457,                 0.7813,               0.002212,               0.002212,               0.002212
                    238,                0.30624,                0.36336,                0.47425,                0.83109,                 0.9982,                      1,                  0.995,                0.98163,                 0.9982,                      1,                  0.995,                0.98799,                0.22052,                0.27486,                0.43506,                0.77922,               0.002179,               0.002179,               0.002179
                    239,                0.33103,                0.47255,                0.50791,                0.86344,                 0.9982,                      1,                  0.995,                0.98163,                 0.9982,                      1,                  0.995,                0.98799,                0.22052,                0.27486,                0.43506,                0.77922,               0.002146,               0.002146,               0.002146
                    240,                0.28818,                0.34669,                0.45768,                0.85001,                0.99823,                      1,                  0.995,                0.99018,                0.99823,                      1,                  0.995,                0.98788,                 0.2097,                0.27306,                0.42491,                0.77889,               0.002113,               0.002113,               0.002113
                    241,                0.28658,                0.35357,                0.46111,                0.83945,                0.99823,                      1,                  0.995,                0.99018,                0.99823,                      1,                  0.995,                0.98788,                 0.2097,                0.27306,                0.42491,                0.77889,                0.00208,                0.00208,                0.00208
                    242,                0.30083,                0.36232,                0.43834,                0.82997,                0.99821,                      1,                  0.995,                0.99124,                0.99821,                      1,                  0.995,                0.98658,                 0.2125,                0.26976,                0.42635,                0.77955,               0.002047,               0.002047,               0.002047
                    243,                0.30182,                0.34669,                0.43046,                0.81382,                0.99821,                      1,                  0.995,                0.99124,                0.99821,                      1,                  0.995,                0.98658,                 0.2125,                0.26976,                0.42635,                0.77955,               0.002014,               0.002014,               0.002014
                    244,                0.31175,                0.39899,                0.46677,                0.84332,                0.99815,                      1,                  0.995,                0.98875,                0.99815,                      1,                  0.995,                0.98684,                0.20884,                 0.2692,                0.42644,                0.77791,               0.001981,               0.001981,               0.001981
                    245,                0.31264,                0.39682,                0.45649,                0.83325,                0.99815,                      1,                  0.995,                0.98875,                0.99815,                      1,                  0.995,                0.98684,                0.20884,                 0.2692,                0.42644,                0.77791,               0.001948,               0.001948,               0.001948
                    246,                 0.2843,                0.32565,                0.44488,                0.83373,                0.99806,                      1,                  0.995,                0.99062,                0.99806,                      1,                  0.995,                0.98712,                0.20564,                0.26703,                0.41733,                0.77676,               0.001915,               0.001915,               0.001915
                    247,                  0.289,                0.32972,                0.43852,                0.82897,                0.99806,                      1,                  0.995,                0.99062,                0.99806,                      1,                  0.995,                0.98712,                0.20564,                0.26703,                0.41733,                0.77676,               0.001882,               0.001882,               0.001882
                    248,                0.29303,                0.33985,                 0.4252,                 0.8203,                0.99804,                      1,                  0.995,                0.98793,                0.99804,                      1,                  0.995,                0.98712,                0.20141,                0.26527,                0.41194,                0.77682,               0.001849,               0.001849,               0.001849
                    249,                0.28875,                0.32383,                0.44511,                0.81908,                0.99804,                      1,                  0.995,                0.98793,                0.99804,                      1,                  0.995,                0.98712,                0.20141,                0.26527,                0.41194,                0.77682,               0.001816,               0.001816,               0.001816
                    250,                0.29194,                 0.3268,                 0.4478,                0.81735,                0.99796,                      1,                  0.995,                0.98681,                0.99796,                      1,                  0.995,                  0.988,                  0.199,                0.26428,                 0.4007,                0.77566,               0.001783,               0.001783,               0.001783
                    251,                0.28344,                0.35297,                0.44505,                0.83128,                0.99796,                      1,                  0.995,                0.98681,                0.99796,                      1,                  0.995,                  0.988,                  0.199,                0.26428,                 0.4007,                0.77566,                0.00175,                0.00175,                0.00175
                    252,                0.26268,                0.30781,                0.42083,                0.83393,                0.99796,                      1,                  0.995,                0.98681,                0.99796,                      1,                  0.995,                  0.988,                  0.199,                0.26428,                 0.4007,                0.77566,               0.001717,               0.001717,               0.001717
                    253,                0.31746,                0.38402,                0.50498,                0.84024,                0.99804,                      1,                  0.995,                0.98412,                0.99804,                      1,                  0.995,                0.98729,                0.21362,                 0.2675,                0.39942,                0.77951,               0.001684,               0.001684,               0.001684
                    254,                0.30851,                0.35878,                0.47671,                0.84108,                0.99804,                      1,                  0.995,                0.98412,                0.99804,                      1,                  0.995,                0.98729,                0.21362,                 0.2675,                0.39942,                0.77951,               0.001651,               0.001651,               0.001651
                    255,                0.27157,                0.32901,                0.46119,                0.82618,                0.99808,                      1,                  0.995,                0.98589,                0.99808,                      1,                  0.995,                 0.9868,                0.20803,                0.26722,                0.38877,                0.77767,               0.001618,               0.001618,               0.001618
                    256,                0.27292,                0.35458,                0.44286,                0.82715,                0.99808,                      1,                  0.995,                0.98589,                0.99808,                      1,                  0.995,                 0.9868,                0.20803,                0.26722,                0.38877,                0.77767,               0.001585,               0.001585,               0.001585
                    257,                0.29619,                0.34842,                 0.4539,                0.83599,                0.99824,                      1,                  0.995,                0.98648,                0.99824,                      1,                  0.995,                0.98592,                0.20759,                0.26469,                0.38557,                0.77655,               0.001552,               0.001552,               0.001552
                    258,                0.30033,                0.36782,                0.44761,                0.82962,                0.99824,                      1,                  0.995,                0.98648,                0.99824,                      1,                  0.995,                0.98592,                0.20759,                0.26469,                0.38557,                0.77655,               0.001519,               0.001519,               0.001519
                    259,                0.29946,                 0.3721,                0.45672,                0.83211,                0.99836,                      1,                  0.995,                0.98539,                0.99836,                      1,                  0.995,                0.98559,                0.20742,                0.26451,                0.38655,                0.77676,               0.001486,               0.001486,               0.001486
                    260,                0.29337,                0.34025,                0.44806,                0.82679,                0.99836,                      1,                  0.995,                0.98539,                0.99836,                      1,                  0.995,                0.98559,                0.20742,                0.26451,                0.38655,                0.77676,               0.001453,               0.001453,               0.001453
                    261,                0.31785,                0.37763,                 0.4652,                 0.8441,                0.99842,                      1,                  0.995,                0.98775,                0.99842,                      1,                  0.995,                0.98567,                0.20429,                0.26573,                 0.3863,                0.77704,                0.00142,                0.00142,                0.00142
                    262,                0.28385,                0.33453,                 0.4597,                0.82301,                0.99842,                      1,                  0.995,                0.98775,                0.99842,                      1,                  0.995,                0.98567,                0.20429,                0.26573,                 0.3863,                0.77704,               0.001387,               0.001387,               0.001387
                    263,                0.29261,                 0.3549,                0.45636,                0.83325,                0.99828,                      1,                  0.995,                0.98922,                0.99828,                      1,                  0.995,                0.98937,                 0.1987,                0.26589,                0.37854,                 0.7763,               0.001354,               0.001354,               0.001354
                    264,                0.27763,                0.31764,                0.43486,                0.82233,                0.99828,                      1,                  0.995,                0.98922,                0.99828,                      1,                  0.995,                0.98937,                 0.1987,                0.26589,                0.37854,                 0.7763,               0.001321,               0.001321,               0.001321
                    265,                0.27276,                0.32991,                0.44203,                0.82105,                0.99838,                      1,                  0.995,                0.99082,                0.99838,                      1,                  0.995,                0.98921,                0.19785,                0.26527,                0.37475,                0.77598,               0.001288,               0.001288,               0.001288
                    266,                0.26898,                 0.3431,                0.44278,                0.82008,                0.99838,                      1,                  0.995,                0.99082,                0.99838,                      1,                  0.995,                0.98921,                0.19785,                0.26527,                0.37475,                0.77598,               0.001255,               0.001255,               0.001255
                    267,                0.29808,                 0.3939,                0.44487,                0.80425,                0.99828,                      1,                  0.995,                0.98969,                0.99828,                      1,                  0.995,                 0.9881,                 0.2043,                 0.2645,                 0.3781,                0.77711,               0.001222,               0.001222,               0.001222
                    268,                0.26626,                0.37533,                0.42177,                0.82512,                0.99828,                      1,                  0.995,                0.98969,                0.99828,                      1,                  0.995,                 0.9881,                 0.2043,                 0.2645,                 0.3781,                0.77711,               0.001189,               0.001189,               0.001189
                    269,                0.28365,                0.36304,                0.45012,                0.82632,                0.99818,                      1,                  0.995,                0.98788,                0.99818,                      1,                  0.995,                0.98795,                 0.2016,                 0.2645,                0.37431,                0.77639,               0.001156,               0.001156,               0.001156
                    270,                0.26934,                 0.3389,                0.45112,                0.83407,                0.99818,                      1,                  0.995,                0.98788,                0.99818,                      1,                  0.995,                0.98795,                 0.2016,                 0.2645,                0.37431,                0.77639,               0.001123,               0.001123,               0.001123
                    271,                 0.2765,                0.37752,                0.43931,                 0.8106,                0.99819,                      1,                  0.995,                0.98948,                0.99819,                      1,                  0.995,                0.98799,                0.19487,                0.26471,                0.37546,                0.77471,                0.00109,                0.00109,                0.00109
                    272,                0.28809,                  0.357,                0.44727,                0.84089,                0.99819,                      1,                  0.995,                0.98948,                0.99819,                      1,                  0.995,                0.98799,                0.19487,                0.26471,                0.37546,                0.77471,               0.001057,               0.001057,               0.001057
                    273,                0.26771,                0.32988,                0.43299,                0.81778,                0.99819,                      1,                  0.995,                0.98948,                0.99819,                      1,                  0.995,                0.98799,                0.19487,                0.26471,                0.37546,                0.77471,               0.001024,               0.001024,               0.001024
                    274,                0.26062,                0.35818,                0.41396,                 0.8172,                0.99821,                      1,                  0.995,                0.99077,                0.99821,                      1,                  0.995,                0.98787,                0.19794,                0.26356,                0.38185,                0.77414,               0.000991,               0.000991,               0.000991
                    275,                0.27474,                0.34108,                 0.4474,                0.84041,                0.99821,                      1,                  0.995,                0.99077,                0.99821,                      1,                  0.995,                0.98787,                0.19794,                0.26356,                0.38185,                0.77414,               0.000958,               0.000958,               0.000958
                    276,                0.26553,                0.34022,                0.42861,                0.82148,                0.99814,                      1,                  0.995,                0.98962,                0.99814,                      1,                  0.995,                0.98941,                0.19588,                0.26291,                0.38154,                0.77418,               0.000925,               0.000925,               0.000925
                    277,                 0.2853,                0.33968,                0.43654,                0.84014,                0.99814,                      1,                  0.995,                0.98962,                0.99814,                      1,                  0.995,                0.98941,                0.19588,                0.26291,                0.38154,                0.77418,               0.000892,               0.000892,               0.000892
                    278,                0.26557,                0.32165,                0.43814,                0.81518,                0.99807,                      1,                  0.995,                0.98826,                0.99807,                      1,                  0.995,                0.98939,                0.19721,                0.26175,                0.38119,                 0.7743,               0.000859,               0.000859,               0.000859
                    279,                 0.2611,                0.34346,                0.41502,                0.82479,                0.99807,                      1,                  0.995,                0.98826,                0.99807,                      1,                  0.995,                0.98939,                0.19721,                0.26175,                0.38119,                 0.7743,               0.000826,               0.000826,               0.000826
                    280,                0.27561,                0.32807,                0.43314,                0.83005,                0.99795,                      1,                  0.995,                0.98978,                0.99795,                      1,                  0.995,                0.98953,                0.19274,                0.26147,                 0.3788,                0.77371,               0.000793,               0.000793,               0.000793
                    281,                 0.2779,                 0.3566,                0.43016,                0.82234,                0.99795,                      1,                  0.995,                0.98978,                0.99795,                      1,                  0.995,                0.98953,                0.19274,                0.26147,                 0.3788,                0.77371,                0.00076,                0.00076,                0.00076
                    282,                0.25965,                0.31855,                0.40924,                0.82203,                0.99791,                      1,                  0.995,                0.98965,                0.99791,                      1,                  0.995,                0.99052,                0.19132,                0.26064,                0.37568,                0.77382,               0.000727,               0.000727,               0.000727
                    283,                0.27778,                0.35161,                0.44299,                0.82036,                0.99791,                      1,                  0.995,                0.98965,                0.99791,                      1,                  0.995,                0.99052,                0.19132,                0.26064,                0.37568,                0.77382,               0.000694,               0.000694,               0.000694
                    284,                0.24426,                0.31736,                0.38223,                0.81636,                0.99791,                      1,                  0.995,                0.99101,                0.99791,                      1,                  0.995,                0.99071,                0.18988,                   0.26,                0.37942,                 0.7739,               0.000661,               0.000661,               0.000661
                    285,                0.25649,                0.32204,                0.43604,                0.82476,                0.99791,                      1,                  0.995,                0.99101,                0.99791,                      1,                  0.995,                0.99071,                0.18988,                   0.26,                0.37942,                 0.7739,               0.000628,               0.000628,               0.000628
                    286,                0.25291,                 0.3178,                0.41198,                0.82654,                0.99779,                      1,                  0.995,                0.99111,                0.99779,                      1,                  0.995,                0.99082,                0.18542,                0.25903,                0.37642,                0.77366,               0.000595,               0.000595,               0.000595
                    287,                0.26369,                0.34056,                0.41909,                 0.8297,                0.99779,                      1,                  0.995,                0.99111,                0.99779,                      1,                  0.995,                0.99082,                0.18542,                0.25903,                0.37642,                0.77366,               0.000562,               0.000562,               0.000562
                    288,                0.26444,                0.35247,                0.42034,                0.81701,                0.99796,                      1,                  0.995,                0.99105,                0.99796,                      1,                  0.995,                0.99075,                0.18352,                0.25835,                0.37394,                 0.7732,               0.000529,               0.000529,               0.000529
                    289,                0.25084,                0.31211,                0.40427,                0.82818,                0.99796,                      1,                  0.995,                0.99105,                0.99796,                      1,                  0.995,                0.99075,                0.18352,                0.25835,                0.37394,                 0.7732,               0.000496,               0.000496,               0.000496
                    290,                0.27651,                0.32323,                0.45334,                0.84212,                0.99795,                      1,                  0.995,                0.99103,                0.99795,                      1,                  0.995,                0.99072,                0.18394,                0.25898,                0.37034,                0.77265,               0.000463,               0.000463,               0.000463
                    291,                0.25803,                 0.3265,                0.39897,                0.82811,                0.99795,                      1,                  0.995,                0.99103,                0.99795,                      1,                  0.995,                0.99072,                0.18394,                0.25898,                0.37034,                0.77265,                0.00043,                0.00043,                0.00043
                    292,                0.30269,                 0.3697,                0.45817,                0.83584,                0.99804,                      1,                  0.995,                0.99099,                0.99804,                      1,                  0.995,                0.98935,                0.18463,                0.25888,                0.37171,                0.77244,               0.000397,               0.000397,               0.000397
                    293,                0.24925,                0.32921,                 0.4056,                0.82369,                0.99804,                      1,                  0.995,                0.99099,                0.99804,                      1,                  0.995,                0.98935,                0.18463,                0.25888,                0.37171,                0.77244,               0.000364,               0.000364,               0.000364
                    294,                0.26374,                0.34133,                0.42462,                0.83337,                0.99804,                      1,                  0.995,                0.99099,                0.99804,                      1,                  0.995,                0.98935,                0.18463,                0.25888,                0.37171,                0.77244,               0.000331,               0.000331,               0.000331
                    295,                0.26879,                0.35237,                0.43742,                0.82385,                0.99808,                      1,                  0.995,                0.99207,                0.99808,                      1,                  0.995,                0.98937,                 0.1838,                0.25826,                0.37122,                0.77265,               0.000298,               0.000298,               0.000298
                    296,                 0.2658,                0.31959,                 0.3967,                0.81723,                0.99808,                      1,                  0.995,                0.99207,                0.99808,                      1,                  0.995,                0.98937,                 0.1838,                0.25826,                0.37122,                0.77265,               0.000265,               0.000265,               0.000265
                    297,                0.27408,                 0.3668,                0.43675,                  0.832,                0.99801,                      1,                  0.995,                0.99205,                0.99801,                      1,                  0.995,                0.99132,                0.18382,                0.25816,                0.37009,                0.77315,               0.000232,               0.000232,               0.000232
                    298,                  0.262,                0.31191,                0.39143,                0.82573,                0.99801,                      1,                  0.995,                0.99205,                0.99801,                      1,                  0.995,                0.99132,                0.18382,                0.25816,                0.37009,                0.77315,               0.000199,               0.000199,               0.000199
                    299,                0.24751,                0.35007,                0.41247,                0.83133,                0.99813,                      1,                  0.995,                0.99207,                0.99813,                      1,                  0.995,                 0.9894,                0.18292,                 0.2577,                0.37054,                0.77279,               0.000166,               0.000166,               0.000166
